complain_id,complain_date,customer_id,appliance_id,engineer_id,labour_hours,travel_hours
17252,2018-04-27,877,97,29,2,16
17253,2019-04-27,623,59,3,2,11
17254,2019-07-29,58,57,22,20,8
17255,2018-05-22,720,68,33,10,14
17256,2019-08-02,535,18,20,2,14
17257,2018-06-13,702,94,9,19,20
17258,2018-08-15,96,111,13,11,4
17259,2018-01-14,388,98,44,11,8
17260,2018-09-07,894,145,16,17,2
17261,2019-11-20,450,21,11,7,13
17262,2018-03-30,116,79,43,12,13
17263,2019-07-15,589,98,16,1,1
17264,2019-01-15,535,53,13,6,20
17265,2019-04-28,278,10,35,4,19
17266,2019-01-17,780,137,26,14,4
17267,2019-06-18,311,140,28,10,17
17268,2018-12-23,536,5,19,5,9
17269,2019-10-04,208,85,5,8,5
17270,2019-10-22,406,96,39,14,11
17271,2018-08-30,611,71,29,2,19
17272,2019-06-05,466,124,33,11,8
17273,2019-06-03,379,78,26,16,15
17274,2019-12-19,965,130,38,20,3
17275,2018-11-20,340,60,6,10,13
17276,2018-08-15,915,19,21,4,7
17277,2018-06-02,557,95,32,3,19
17278,2018-12-30,193,116,42,3,12
17279,2018-09-22,915,21,9,8,5
17280,2019-05-05,982,3,15,13,15
17281,2019-11-30,513,80,25,10,4
17282,2019-08-29,508,42,13,16,14
17283,2019-11-18,439,95,49,17,18
17284,2018-01-03,90,111,14,16,18
17285,2019-03-29,560,118,44,1,11
17286,2018-11-18,317,63,10,10,5
17287,2019-12-25,244,9,7,7,16
17288,2018-06-05,367,36,17,2,5
17289,2019-08-06,203,47,4,2,15
17290,2019-05-09,404,94,15,2,13
17291,2019-05-05,268,26,5,8,7
17292,2018-09-23,571,3,3,4,12
17293,2018-11-25,893,132,18,14,11
17294,2019-07-02,358,124,18,15,20
17295,2018-06-19,850,20,48,3,8
17296,2018-10-10,613,106,43,5,8
17297,2019-03-30,296,99,18,17,16
17298,2019-05-11,713,88,48,14,8
17299,2019-10-25,390,4,49,16,7
17300,2018-08-29,761,33,7,11,4
17301,2018-04-21,267,96,36,15,12
17302,2019-06-25,429,60,18,8,15
17303,2018-01-19,285,54,23,15,16
17304,2019-05-07,986,56,10,13,3
17305,2018-03-04,102,57,50,10,8
17306,2019-03-01,977,86,40,20,12
17307,2018-09-07,298,121,17,20,12
17308,2019-05-08,1000,128,48,14,15
17309,2019-10-14,28,127,31,8,15
17310,2018-02-01,399,118,3,6,10
17311,2019-12-30,572,104,13,6,5
17312,2018-04-07,191,38,40,16,17
17313,2019-09-20,504,47,4,16,10
17314,2018-06-14,983,68,50,13,7
17315,2019-12-15,73,37,23,4,20
17316,2018-08-18,970,39,25,14,2
17317,2018-07-13,315,139,29,3,14
17318,2019-04-23,992,96,10,12,14
17319,2019-10-27,298,66,27,9,17
17320,2019-11-27,469,56,37,12,11
17321,2019-06-06,949,129,25,2,17
17322,2018-02-10,900,62,43,8,4
17323,2019-05-05,934,23,12,10,5
17324,2018-02-16,438,137,19,10,18
17325,2018-11-06,879,32,28,16,7
17326,2019-10-08,937,68,9,6,11
17327,2018-09-19,278,48,43,4,13
17328,2018-02-02,879,6,2,12,3
17329,2018-11-10,286,100,33,1,12
17330,2018-01-28,377,136,1,19,3
17331,2019-11-01,646,131,6,4,2
17332,2019-08-30,59,28,12,1,4
17333,2019-06-30,199,96,38,14,19
17334,2019-05-22,833,15,13,16,20
17335,2019-12-02,197,63,42,7,12
17336,2019-08-19,530,43,2,12,19
17337,2019-09-07,879,142,31,14,20
17338,2019-09-24,22,1,23,4,9
17339,2019-04-24,562,14,21,16,15
17340,2018-06-19,537,49,44,4,20
17341,2019-08-28,581,124,48,9,14
17342,2019-01-12,912,17,16,5,18
17343,2018-06-05,667,105,33,2,7
17344,2018-04-24,420,24,15,6,12
17345,2018-08-05,744,126,7,8,9
17346,2019-01-07,605,76,48,18,3
17347,2018-03-05,433,115,6,15,16
17348,2019-06-16,14,113,35,3,8
17349,2019-03-29,681,72,35,13,11
17350,2019-10-16,299,126,13,6,17
17351,2018-04-14,749,38,4,11,5
17352,2019-05-18,700,30,40,15,2
17353,2018-05-17,836,22,8,17,2
17354,2019-12-01,7,81,50,2,10
17355,2019-12-24,426,34,44,5,11
17356,2019-05-07,404,144,29,11,19
17357,2019-07-02,729,127,41,1,8
17358,2018-07-26,513,109,37,3,19
17359,2019-02-14,277,101,9,14,5
17360,2019-08-26,293,81,50,19,7
17361,2018-04-16,707,56,21,13,10
17362,2018-02-10,873,145,21,15,16
17363,2019-04-28,353,5,47,9,8
17364,2018-11-10,631,59,23,18,7
17365,2019-01-24,960,72,3,8,2
17366,2018-03-05,996,34,32,18,16
17367,2019-02-03,328,5,4,15,6
17368,2019-08-11,867,64,26,17,19
17369,2019-06-11,393,105,43,6,5
17370,2019-04-26,275,113,34,9,17
17371,2019-07-05,64,133,49,11,2
17372,2018-05-18,332,81,42,6,18
17373,2019-05-25,259,50,20,9,7
17374,2019-02-23,400,99,21,5,1
17375,2019-11-23,565,61,40,13,6
17376,2018-08-23,673,22,30,4,7
17377,2018-03-22,864,54,45,18,7
17378,2019-03-03,132,64,4,12,2
17379,2019-10-27,164,86,50,2,20
17380,2019-03-03,229,69,41,2,19
17381,2018-12-10,746,56,13,17,20
17382,2018-05-06,949,113,41,14,18
17383,2018-03-02,512,79,14,11,14
17384,2018-03-17,665,118,29,20,8
17385,2018-02-12,903,142,39,10,10
17386,2018-08-23,629,106,48,15,8
17387,2018-03-10,682,77,43,7,5
17388,2019-10-10,905,66,17,14,12
17389,2018-01-18,70,139,1,19,1
17390,2019-05-19,127,111,4,4,8
17391,2019-12-10,370,38,23,8,11
17392,2018-10-08,18,36,33,2,11
17393,2019-07-05,238,38,9,13,14
17394,2019-09-09,53,66,28,4,15
17395,2019-10-02,238,20,48,18,16
17396,2019-09-17,6,32,9,20,19
17397,2019-02-17,223,122,6,12,19
17398,2019-12-13,345,120,1,13,8
17399,2018-11-17,944,115,35,10,9
17400,2019-09-28,451,102,25,4,18
17401,2019-08-08,231,26,15,2,19
17402,2019-11-20,902,55,42,4,14
17403,2019-03-03,521,66,22,4,16
17404,2018-07-17,362,2,15,20,9
17405,2019-09-12,671,140,44,9,14
17406,2019-03-02,611,87,50,17,18
17407,2019-07-24,735,30,25,15,12
17408,2019-02-04,726,98,31,9,19
17409,2018-02-27,812,91,29,16,1
17410,2019-06-05,205,19,47,3,8
17411,2018-06-18,78,134,33,6,2
17412,2018-09-10,334,144,45,3,12
17413,2018-05-19,418,101,4,20,13
17414,2019-02-18,853,116,1,16,4
17415,2019-11-25,680,95,44,17,2
17416,2019-08-05,869,30,17,13,17
17417,2019-07-24,896,134,2,20,16
17418,2018-04-06,455,53,29,8,17
17419,2018-12-25,416,70,19,14,11
17420,2019-04-24,485,143,38,14,7
17421,2019-11-21,42,109,17,8,16
17422,2018-07-09,651,115,43,10,1
17423,2019-09-20,909,82,5,17,7
17424,2018-03-16,348,27,6,17,3
17425,2018-01-30,104,99,22,7,13
17426,2018-04-20,170,34,36,3,11
17427,2018-07-23,101,78,43,1,4
17428,2019-05-15,441,8,17,18,18
17429,2019-12-22,129,6,20,9,3
17430,2018-02-26,412,129,44,10,11
17431,2019-03-05,419,66,37,17,17
17432,2018-01-07,176,35,36,13,18
17433,2019-01-29,715,74,18,3,17
17434,2019-05-15,971,30,46,9,18
17435,2019-07-21,972,14,34,6,15
17436,2018-10-05,206,103,49,5,12
17437,2019-06-04,180,142,49,4,8
17438,2019-02-23,569,139,20,14,17
17439,2018-03-29,150,10,10,20,10
17440,2018-02-08,143,20,2,13,20
17441,2018-03-10,593,19,18,3,12
17442,2019-08-14,568,2,6,13,8
17443,2019-04-11,271,18,27,6,8
17444,2018-05-26,587,139,24,11,14
17445,2018-09-13,966,72,6,5,19
17446,2018-04-11,197,53,27,20,4
17447,2018-10-10,717,45,27,3,8
17448,2019-08-17,473,136,38,10,2
17449,2019-11-30,726,117,31,6,18
17450,2019-08-12,178,128,7,14,7
17451,2018-06-30,104,124,48,13,8
17452,2019-08-09,488,102,13,16,20
17453,2018-10-10,648,64,25,19,15
17454,2018-03-17,107,99,9,12,17
17455,2019-03-21,456,81,31,15,10
17456,2018-10-05,702,87,17,12,1
17457,2018-11-02,215,104,49,12,1
17458,2018-06-12,166,54,13,10,13
17459,2018-01-13,261,71,11,17,15
17460,2018-09-30,841,85,16,12,5
17461,2019-02-16,610,27,40,8,1
17462,2019-02-04,978,130,25,12,11
17463,2019-01-05,247,20,36,15,5
17464,2019-01-21,393,111,29,12,8
17465,2018-11-10,674,92,50,18,8
17466,2019-03-05,251,8,3,20,19
17467,2018-06-12,873,136,45,4,19
17468,2019-07-24,211,67,9,12,9
17469,2019-07-06,510,8,40,16,5
17470,2018-06-17,867,18,45,14,3
17471,2018-07-15,246,9,14,12,17
17472,2018-02-25,485,84,31,8,13
17473,2018-09-08,957,62,40,19,15
17474,2019-07-10,142,49,30,3,8
17475,2019-10-22,370,39,28,8,10
17476,2018-12-06,609,69,42,10,12
17477,2018-11-26,547,103,21,6,10
17478,2018-03-14,704,43,38,9,19
17479,2019-08-25,251,88,40,11,10
17480,2019-05-04,634,16,32,9,8
17481,2018-10-19,132,59,1,7,4
17482,2019-02-27,747,46,10,4,2
17483,2019-08-14,655,145,47,8,17
17484,2018-10-17,645,125,36,17,15
17485,2019-03-14,619,108,8,9,14
17486,2019-07-22,846,72,38,12,7
17487,2018-02-03,675,88,13,12,19
17488,2018-07-06,905,18,35,9,4
17489,2019-04-26,436,2,9,11,15
17490,2019-01-14,97,24,44,20,7
17491,2018-03-22,637,95,49,7,14
17492,2019-01-24,884,97,31,11,17
17493,2019-05-11,904,115,22,14,20
17494,2019-01-26,316,106,12,12,18
17495,2019-06-08,324,120,5,12,19
17496,2018-03-07,938,125,11,11,12
17497,2018-09-04,115,133,50,1,10
17498,2018-11-28,586,76,50,3,15
17499,2019-11-30,361,27,50,10,3
17500,2018-04-11,481,132,28,19,3
17501,2018-12-07,995,74,12,10,13
17502,2018-06-28,351,139,11,8,6
17503,2019-07-09,716,112,18,2,4
17504,2018-07-18,71,142,33,20,1
17505,2019-05-01,871,47,6,12,1
17506,2018-04-18,836,13,23,1,20
17507,2019-09-03,705,14,15,2,16
17508,2018-12-10,797,41,36,4,15
17509,2019-07-12,627,95,7,16,15
17510,2018-07-10,592,101,14,11,16
17511,2019-06-05,662,20,30,14,12
17512,2019-06-19,400,124,30,9,1
17513,2019-06-19,583,19,3,15,15
17514,2018-09-25,58,140,7,7,20
17515,2018-12-25,168,137,40,2,8
17516,2018-01-14,182,10,34,2,18
17517,2019-09-03,395,86,30,19,17
17518,2019-08-07,328,108,41,15,4
17519,2018-08-05,464,122,17,9,9
17520,2018-04-28,356,141,43,20,3
17521,2019-10-14,93,132,1,5,5
17522,2018-12-27,585,19,14,19,6
17523,2018-04-18,881,107,6,14,2
17524,2018-04-12,603,60,30,13,20
17525,2019-12-28,945,127,29,19,2
17526,2019-07-13,637,3,41,20,8
17527,2018-10-03,827,127,12,12,7
17528,2019-06-08,278,42,21,17,3
17529,2019-03-26,955,10,4,2,6
17530,2018-11-09,704,52,41,11,11
17531,2018-08-29,670,82,17,13,7
17532,2018-01-18,632,60,14,11,17
17533,2019-09-27,878,11,28,7,2
17534,2019-04-07,698,79,26,20,15
17535,2018-10-02,656,137,27,15,13
17536,2019-03-06,575,113,21,9,12
17537,2018-07-31,135,14,39,9,7
17538,2019-01-26,692,4,40,18,12
17539,2019-12-21,202,2,35,17,7
17540,2019-09-18,71,107,35,18,17
17541,2019-08-13,439,129,4,5,16
17542,2019-04-09,387,25,13,19,12
17543,2018-07-24,654,95,20,16,1
17544,2019-01-27,991,103,40,15,19
17545,2019-05-14,817,93,44,5,2
17546,2019-02-10,438,29,30,1,9
17547,2019-04-01,662,123,33,4,4
17548,2018-03-11,796,119,17,18,15
17549,2018-04-23,1,7,28,13,13
17550,2018-12-16,508,67,3,18,3
17551,2018-12-03,617,63,41,19,18
17552,2018-10-16,824,87,3,5,20
17553,2019-07-04,258,87,21,2,19
17554,2018-10-28,148,143,9,16,8
17555,2019-03-14,80,120,48,13,9
17556,2019-12-14,57,87,8,9,7
17557,2019-03-20,47,66,8,8,3
17558,2018-09-01,379,137,20,5,10
17559,2018-06-11,365,11,10,4,7
17560,2018-09-04,551,86,38,17,7
17561,2019-05-25,85,105,14,10,13
17562,2018-04-21,465,88,48,1,6
17563,2018-10-01,974,52,13,11,13
17564,2018-12-08,87,25,19,13,20
17565,2018-09-26,579,4,26,3,4
17566,2018-06-26,176,127,19,17,17
17567,2019-07-26,173,4,19,19,11
17568,2019-09-11,363,55,26,1,13
17569,2019-01-09,55,4,6,7,13
17570,2018-02-04,134,23,41,19,12
17571,2019-03-19,412,58,1,2,2
17572,2018-02-10,399,34,46,7,6
17573,2019-06-04,869,79,1,2,9
17574,2018-03-20,600,102,50,7,10
17575,2019-12-26,89,91,34,5,6
17576,2018-06-11,417,136,13,4,4
17577,2018-03-28,880,136,30,12,7
17578,2018-03-13,268,99,10,3,19
17579,2018-06-26,196,98,19,15,19
17580,2018-01-22,853,123,28,1,9
17581,2018-03-23,591,128,50,3,17
17582,2018-12-03,169,42,46,4,6
17583,2019-11-09,410,21,29,1,15
17584,2019-10-13,82,114,46,1,14
17585,2019-10-17,467,2,19,10,2
17586,2019-04-22,358,130,26,5,13
17587,2019-02-01,604,28,50,8,9
17588,2019-09-21,410,13,37,16,16
17589,2019-05-21,141,81,36,5,6
17590,2018-12-29,783,142,10,20,8
17591,2019-02-07,981,63,35,19,1
17592,2019-04-14,157,109,34,16,6
17593,2018-04-20,736,41,15,4,7
17594,2018-04-30,475,71,32,17,3
17595,2019-11-01,840,55,12,3,16
17596,2019-05-01,852,102,48,7,8
17597,2019-09-05,812,86,30,5,15
17598,2019-06-03,959,50,9,6,19
17599,2018-06-07,97,107,19,11,6
17600,2019-11-13,109,114,42,5,9
17601,2019-12-31,218,56,11,18,6
17602,2019-01-11,121,5,4,16,11
17603,2019-01-30,856,34,7,2,11
17604,2019-02-22,877,95,50,16,14
17605,2019-07-14,390,87,7,19,10
17606,2019-09-23,892,2,11,20,12
17607,2019-07-09,265,93,47,11,18
17608,2019-02-11,858,70,12,5,5
17609,2018-11-19,473,86,3,1,6
17610,2018-01-23,76,22,35,12,16
17611,2019-02-13,118,35,43,17,5
17612,2018-03-28,434,115,48,15,8
17613,2019-11-13,794,106,12,12,3
17614,2018-01-18,354,71,48,17,14
17615,2018-05-09,419,82,42,5,3
17616,2018-10-11,351,22,20,19,9
17617,2019-08-30,361,6,6,19,10
17618,2019-12-25,901,44,36,11,17
17619,2019-07-29,950,102,38,1,2
17620,2018-04-14,113,15,44,16,13
17621,2019-06-01,337,145,39,10,13
17622,2018-11-29,984,134,10,16,14
17623,2018-02-25,122,72,37,17,17
17624,2019-03-22,671,125,26,9,11
17625,2018-09-21,284,34,48,11,20
17626,2019-02-22,656,61,1,19,8
17627,2018-10-05,333,54,18,7,1
17628,2019-03-31,830,66,17,4,15
17629,2018-11-01,197,125,37,17,13
17630,2019-04-14,276,58,40,5,2
17631,2019-01-30,191,102,40,3,16
17632,2018-05-15,903,61,25,1,14
17633,2018-04-21,885,56,40,2,12
17634,2018-07-20,603,33,37,17,13
17635,2018-07-19,817,44,34,7,14
17636,2019-05-14,898,95,44,18,14
17637,2019-05-24,922,116,34,12,19
17638,2019-09-06,447,53,21,15,15
17639,2019-12-14,506,78,3,18,11
17640,2019-12-19,556,108,49,7,17
17641,2018-07-23,474,105,29,6,19
17642,2018-09-25,835,4,2,17,4
17643,2018-06-28,462,49,42,5,10
17644,2019-11-30,398,135,24,16,3
17645,2019-07-07,428,25,13,20,4
17646,2019-05-08,852,57,19,1,19
17647,2019-06-16,121,13,26,20,9
17648,2018-02-25,847,35,19,19,4
17649,2019-11-25,981,24,26,7,13
17650,2018-10-14,222,64,8,6,10
17651,2019-10-02,801,92,19,11,9
17652,2018-07-10,497,71,46,9,1
17653,2018-09-28,586,110,40,17,5
17654,2019-03-18,207,17,35,14,6
17655,2018-10-09,774,120,18,13,5
17656,2018-04-10,750,33,47,8,13
17657,2019-07-03,865,98,7,10,16
17658,2019-03-26,572,104,49,18,17
17659,2018-12-30,944,51,8,18,10
17660,2019-07-12,928,110,50,9,5
17661,2019-10-26,296,22,34,10,10
17662,2018-07-24,477,22,43,3,2
17663,2019-10-27,898,91,24,16,4
17664,2019-12-18,246,142,35,6,13
17665,2018-01-27,644,96,14,18,15
17666,2018-08-06,746,22,27,8,19
17667,2018-08-22,556,100,41,17,1
17668,2018-03-03,936,87,16,10,16
17669,2019-08-08,752,33,37,16,13
17670,2018-07-02,996,124,29,5,5
17671,2019-07-29,502,111,17,19,11
17672,2018-06-05,452,46,6,7,10
17673,2019-08-16,2,72,3,17,3
17674,2019-12-30,229,59,8,7,14
17675,2018-06-17,485,134,47,19,14
17676,2018-11-06,235,19,26,7,17
17677,2018-03-24,779,108,18,19,12
17678,2018-06-10,195,3,50,5,17
17679,2019-01-22,174,126,11,3,14
17680,2018-03-02,431,122,48,15,13
17681,2018-01-13,436,47,8,6,5
17682,2019-10-22,828,46,47,12,7
17683,2019-09-04,69,114,28,15,19
17684,2019-03-30,478,22,16,16,15
17685,2019-06-11,366,45,22,18,17
17686,2018-07-02,239,17,26,15,6
17687,2018-04-21,258,80,48,19,17
17688,2018-03-19,101,112,49,2,1
17689,2019-07-17,905,51,18,16,2
17690,2019-09-17,193,21,36,15,16
17691,2018-02-01,303,44,3,3,15
17692,2018-09-23,287,59,31,6,10
17693,2018-07-31,990,22,40,9,7
17694,2019-04-07,535,103,10,4,7
17695,2019-03-02,21,145,28,11,15
17696,2019-09-04,854,137,44,7,16
17697,2018-12-29,927,132,34,20,7
17698,2018-07-13,279,96,33,17,12
17699,2018-10-18,910,72,32,12,14
17700,2019-10-16,551,97,13,6,19
17701,2019-03-11,113,91,4,6,14
17702,2018-05-21,797,132,37,11,10
17703,2019-06-22,910,121,8,2,2
17704,2018-10-09,681,83,50,8,20
17705,2018-01-25,164,91,8,12,16
17706,2019-01-02,144,5,47,19,19
17707,2018-02-17,967,122,17,2,13
17708,2019-12-27,875,82,30,6,16
17709,2018-02-09,482,139,21,6,14
17710,2019-12-27,303,39,8,1,20
17711,2019-06-13,517,72,27,5,10
17712,2018-09-13,926,109,21,10,20
17713,2018-10-04,410,143,28,16,3
17714,2019-09-25,395,67,18,7,12
17715,2019-09-12,173,4,24,11,16
17716,2018-07-13,398,39,8,10,12
17717,2018-05-20,236,73,10,2,14
17718,2019-05-03,244,15,17,14,15
17719,2018-12-07,404,126,36,2,12
17720,2018-10-02,357,57,27,6,15
17721,2019-12-06,484,88,13,10,13
17722,2019-06-11,92,62,25,3,12
17723,2019-08-26,843,140,15,18,13
17724,2018-07-23,245,118,4,4,1
17725,2018-05-12,112,105,2,15,2
17726,2018-02-08,682,19,12,9,11
17727,2018-05-23,201,123,18,2,6
17728,2019-09-30,100,22,25,10,20
17729,2018-11-04,880,104,2,19,11
17730,2018-02-18,327,108,19,14,16
17731,2019-07-17,615,91,9,12,5
17732,2019-02-06,713,38,37,15,14
17733,2018-12-18,246,69,37,17,16
17734,2019-04-22,813,144,38,2,9
17735,2019-07-15,10,46,31,1,15
17736,2019-05-11,625,70,43,11,7
17737,2019-07-08,865,85,42,19,17
17738,2018-03-20,219,90,22,12,7
17739,2019-02-27,629,5,10,6,1
17740,2019-03-26,878,138,47,14,15
17741,2018-12-04,612,68,35,1,9
17742,2018-12-22,481,16,40,1,12
17743,2019-04-18,92,145,12,4,10
17744,2018-05-27,689,37,35,7,1
17745,2018-08-23,146,61,34,18,15
17746,2019-04-20,11,48,15,9,7
17747,2018-02-02,545,109,31,7,5
17748,2019-02-10,151,119,11,10,8
17749,2018-07-07,751,89,15,2,14
17750,2018-02-01,136,37,46,12,20
17751,2019-08-12,871,25,3,3,13
17752,2018-02-11,963,63,34,5,15
17753,2018-02-12,917,134,3,13,13
17754,2018-09-22,142,135,36,9,18
17755,2018-05-27,263,61,45,8,12
17756,2019-09-12,870,104,33,1,20
17757,2019-12-12,643,136,2,13,9
17758,2018-10-05,241,113,43,14,15
17759,2019-08-04,78,142,45,7,2
17760,2019-12-30,909,122,4,11,19
17761,2019-07-20,64,128,21,10,17
17762,2018-03-28,600,36,43,6,18
17763,2019-06-28,41,75,28,3,10
17764,2019-03-12,765,87,22,15,13
17765,2019-04-18,462,10,48,6,10
17766,2018-08-22,292,104,26,7,2
17767,2018-06-04,880,38,15,10,11
17768,2018-11-23,297,143,40,6,18
17769,2019-03-31,501,120,13,14,19
17770,2018-04-25,704,26,3,7,17
17771,2019-03-10,77,67,38,15,19
17772,2018-04-12,767,117,10,9,1
17773,2018-01-30,89,127,22,6,8
17774,2019-07-10,633,103,7,4,5
17775,2019-06-09,908,134,26,9,15
17776,2018-05-19,643,133,37,12,19
17777,2018-11-02,552,122,33,18,18
17778,2019-12-06,381,43,26,11,4
17779,2019-11-10,846,107,34,5,1
17780,2018-03-28,246,110,42,19,16
17781,2018-12-14,388,110,2,1,17
17782,2018-05-19,511,59,30,3,8
17783,2018-05-20,734,81,13,13,3
17784,2019-05-18,872,108,21,8,3
17785,2019-09-16,415,128,6,10,7
17786,2019-01-04,339,114,40,15,9
17787,2019-02-05,48,125,25,14,19
17788,2018-07-03,383,131,13,1,16
17789,2018-08-21,417,18,35,10,2
17790,2018-10-03,772,74,41,3,19
17791,2018-08-19,609,33,33,1,20
17792,2019-03-13,225,115,2,1,7
17793,2018-09-29,560,36,14,11,20
17794,2018-05-09,832,115,24,4,11
17795,2019-03-23,998,47,40,17,3
17796,2019-10-30,690,110,46,2,5
17797,2018-07-13,423,144,39,15,6
17798,2019-07-08,510,57,9,2,4
17799,2019-11-05,446,129,15,3,5
17800,2019-06-24,235,46,11,1,4
17801,2018-04-18,432,102,15,7,1
17802,2019-01-21,517,68,38,2,7
17803,2018-12-25,711,72,12,19,12
17804,2019-08-17,137,33,28,2,15
17805,2018-12-17,972,33,39,17,13
17806,2018-03-08,703,117,37,20,3
17807,2018-11-21,363,143,15,6,13
17808,2018-04-24,755,4,24,18,19
17809,2019-03-19,686,28,6,2,18
17810,2019-08-18,9,63,7,2,15
17811,2018-10-14,436,96,39,2,11
17812,2018-06-21,74,18,41,8,18
17813,2018-04-24,4,29,9,20,19
17814,2018-05-22,366,96,32,20,19
17815,2018-06-30,182,97,2,8,6
17816,2019-08-06,529,124,50,17,10
17817,2018-04-18,172,11,1,4,14
17818,2018-01-06,809,76,20,12,6
17819,2019-08-25,748,124,3,3,11
17820,2018-06-03,605,4,32,3,8
17821,2018-11-14,663,79,15,15,9
17822,2019-12-29,506,110,4,13,1
17823,2018-08-11,787,103,27,13,6
17824,2018-05-12,478,22,27,17,15
17825,2018-12-14,107,138,37,11,16
17826,2019-01-07,604,9,8,15,16
17827,2019-01-18,489,111,30,4,9
17828,2019-06-11,551,142,3,9,15
17829,2018-05-18,805,34,23,13,17
17830,2018-05-01,616,128,23,3,3
17831,2019-07-21,709,70,15,13,13
17832,2018-10-11,524,86,42,10,4
17833,2018-05-06,767,67,44,14,11
17834,2019-08-23,703,131,4,5,1
17835,2019-06-27,968,97,23,3,18
17836,2018-01-18,676,83,49,15,2
17837,2018-04-24,801,2,21,10,15
17838,2019-09-06,451,20,25,3,9
17839,2018-03-10,437,32,2,11,18
17840,2019-06-20,947,34,27,17,8
17841,2018-12-16,491,70,1,19,12
17842,2018-07-21,209,55,5,8,10
17843,2018-01-22,549,136,10,14,17
17844,2018-06-24,617,66,46,17,13
17845,2018-12-20,786,8,15,4,19
17846,2019-10-22,905,44,39,2,1
17847,2019-09-19,54,105,6,12,4
17848,2019-08-16,104,66,29,4,18
17849,2018-02-14,581,85,17,9,16
17850,2018-12-25,291,93,45,12,1
17851,2018-03-11,167,43,45,17,16
17852,2018-07-15,431,46,18,11,16
17853,2019-10-17,516,56,33,12,7
17854,2018-11-12,195,136,25,18,2
17855,2019-10-12,874,139,17,7,19
17856,2018-01-08,632,34,3,4,11
17857,2019-09-23,687,68,25,3,20
17858,2019-08-06,449,78,36,14,3
17859,2018-11-16,182,7,28,16,17
17860,2018-03-14,963,126,35,18,12
17861,2019-06-25,471,76,4,9,16
17862,2018-09-28,479,72,16,5,11
17863,2019-03-15,814,84,40,3,3
17864,2019-07-21,383,83,43,11,18
17865,2018-11-20,706,43,17,14,2
17866,2018-11-01,996,94,38,7,15
17867,2019-10-24,723,1,40,10,15
17868,2019-11-21,947,78,4,20,16
17869,2018-07-30,226,35,16,17,14
17870,2018-06-03,573,58,41,14,7
17871,2018-10-07,878,143,31,8,8
17872,2019-06-10,107,145,21,19,4
17873,2018-05-29,618,28,3,6,12
17874,2018-12-22,727,70,22,2,5
17875,2019-04-25,28,21,15,8,8
17876,2018-04-01,117,85,30,20,1
17877,2018-08-10,618,43,15,13,15
17878,2018-10-06,71,25,7,19,5
17879,2019-06-19,46,10,50,20,7
17880,2018-01-17,773,103,4,14,14
17881,2018-07-15,211,94,34,16,18
17882,2018-11-04,616,120,7,3,19
17883,2019-02-11,394,143,44,16,19
17884,2018-10-02,81,124,9,8,2
17885,2018-10-06,445,45,21,13,14
17886,2018-12-07,155,62,24,8,2
17887,2019-09-20,265,133,19,14,20
17888,2019-08-03,58,92,40,2,18
17889,2019-06-14,849,138,18,19,17
17890,2019-07-12,858,95,1,15,6
17891,2019-03-02,790,140,32,2,15
17892,2019-04-11,469,69,6,10,8
17893,2018-01-10,996,80,33,9,8
17894,2018-09-09,294,73,25,7,8
17895,2018-01-03,295,107,39,11,10
17896,2018-10-31,690,29,37,17,6
17897,2019-04-27,566,21,46,16,19
17898,2018-11-02,926,48,37,10,12
17899,2018-04-20,184,99,19,5,5
17900,2018-07-27,171,83,46,5,9
17901,2019-09-09,253,120,26,12,9
17902,2019-08-01,378,116,18,2,7
17903,2018-01-26,817,25,17,13,2
17904,2019-06-01,350,31,20,14,16
17905,2018-12-30,279,4,27,9,9
17906,2019-01-11,914,92,31,10,12
17907,2018-02-10,942,53,29,7,15
17908,2019-10-11,452,61,4,1,12
17909,2018-08-09,48,4,18,18,4
17910,2019-06-05,962,51,6,10,8
17911,2019-05-05,494,79,19,9,8
17912,2019-08-25,525,110,11,12,4
17913,2019-06-09,520,55,15,13,12
17914,2019-06-22,246,128,4,15,20
17915,2019-10-31,774,59,4,19,16
17916,2019-01-13,669,30,31,14,6
17917,2019-07-10,664,9,17,5,18
17918,2018-03-10,459,110,30,14,7
17919,2018-04-04,645,5,7,19,11
17920,2019-06-09,646,93,1,4,18
17921,2019-07-04,736,143,12,4,8
17922,2019-11-08,96,141,46,5,1
17923,2018-12-14,361,42,22,5,1
17924,2018-10-19,585,53,38,9,11
17925,2019-08-09,26,26,2,5,11
17926,2019-04-14,787,34,7,8,1
17927,2018-09-30,538,120,26,11,17
17928,2019-02-27,693,74,22,11,10
17929,2019-10-18,636,121,19,5,8
17930,2018-08-17,424,33,25,9,15
17931,2018-11-10,195,32,23,19,7
17932,2018-01-23,727,77,6,13,1
17933,2018-03-10,482,102,3,4,4
17934,2018-10-09,87,67,27,18,2
17935,2019-01-15,676,29,38,19,7
17936,2018-12-23,503,96,22,9,11
17937,2018-07-16,115,109,39,6,6
17938,2018-07-28,156,7,43,6,10
17939,2019-04-19,743,57,40,2,9
17940,2019-11-01,915,128,8,16,18
17941,2019-05-09,675,12,7,18,9
17942,2019-01-14,418,20,11,11,19
17943,2019-05-18,220,91,29,11,20
17944,2018-06-10,248,54,49,1,4
17945,2019-12-07,318,131,49,2,17
17946,2018-07-01,875,29,42,10,8
17947,2018-08-24,518,125,46,19,10
17948,2018-12-20,293,4,38,18,2
17949,2018-03-13,862,36,16,13,12
